Organism/Name	BioProject Accession	Size (Mb)	GC%	Replicons	Scaffolds	Genes	Proteins	Status	Assembly Accession	FTP_path	PubMedID
Microcella daejeonensis	PRJNA900405	2.72009	72.3	chromosome:NZ_CP113089.1/CP113089.1	1	2625	2556	Complete Genome	GCA_026625045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/625/045/GCF_026625045.1_ASM2662504v1	-
Demequina sediminis	PRJDB15044	2.7054	70.3	chromosome:AP027736.1	1	2912	2853	Complete Genome	GCA_030296675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/296/675/GCF_030296675.1_ASM3029667v1	-
Nesterenkonia pannonica	PRJNA750280	2.69945	66.1	chromosome:NZ_CP080575.1/CP080575.1	1	3857	2802	Complete Genome	GCA_019575955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/575/955/GCA_019575955.1_ASM1957595v1	-
Actinomyces faecalis	PRJNA616214	2.70143	68.5956	chromosome:NZ_CP063418.1/CP063418.1; plasmid unnamed:NZ_CP063419.1/CP063419.1	2	2311	2218	Complete Genome	GCA_013184985.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/184/985/GCA_013184985.2_ASM1318498v2	-
Corynebacterium epidermidicanis	PRJNA280479	2.69207	58.1	chromosome:NZ_CP011541.1/CP011541.1	1	2483	2387	Complete Genome	GCA_001021025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/025/GCF_001021025.1_ASM102102v1	26294641
Microcella humidisoli	PRJNA856425	2.65368	70.4	chromosome:NZ_CP101497.1/CP101497.1	1	2596	2534	Complete Genome	GCA_024362325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/362/325/GCF_024362325.1_ASM2436232v1	-
Micrococcus porci	PRJNA744867	2.6489	73	chromosome:NZ_CP083691.1/CP083691.1	1	2493	2386	Complete Genome	GCA_020097155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/097/155/GCA_020097155.1_ASM2009715v1	-
Microcella flavibacter	PRJNA624248	2.62074	72.4	chromosome:NZ_CP051299.1/CP051299.1	1	2515	2426	Complete Genome	GCA_012530535.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/530/535/GCA_012530535.1_ASM1253053v1	-
Corynebacterium poyangense	PRJNA595096	2.618	52.5	chromosome:NZ_CP046884.1/CP046884.1	1	2475	2380	Complete Genome	GCA_014522205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/522/205/GCA_014522205.1_ASM1452220v1	-
Flaviflexus salsibiostraticola	PRJNA509338	2.60847	65.6	chromosome:NZ_CP034438.1/CP034438.1	1	2466	2369	Complete Genome	GCA_003952265.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/952/265/GCF_003952265.1_ASM395226v1	-
Corynebacterium lizhenjunii	PRJNA606153	2.60788	61.5	chromosome:NZ_CP064954.1/CP064954.1	1	2371	2280	Complete Genome	GCA_011038655.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/038/655/GCA_011038655.2_ASM1103865v2	-
Corynebacterium sphenisci DSM 44792	PRJNA232092	2.5948	74.7	chromosome:NZ_CP009248.1/CP009248.1	1	2377	2261	Complete Genome	GCA_001941505.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/505/GCF_001941505.1_ASM194150v1	-
Microcella indica	PRJNA638368	2.58535	69.6	chromosome:NZ_CP058670.1/CP058670.1	1	2527	2427	Complete Genome	GCA_013414345.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/414/345/GCA_013414345.1_ASM1341434v1	-
Corynebacterium breve	PRJNA976121	2.5674	57.8	chromosome:NZ_CP126969.1/CP126969.1	1	2459	2342	Complete Genome	GCA_030252165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/252/165/GCF_030252165.1_ASM3025216v1	-
Corynebacterium imitans	PRJEB6403	2.56561	64.3	chromosome 1:NZ_LT906467.1/LT906467.1	1	2421	2331	Complete Genome	GCA_900187215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/215/GCA_900187215.1_52295_D01	-
Actinomyces weissii	PRJNA688114	2.56418	70.3	chromosome:NZ_CP066802.1/CP066802.1	1	2056	1933	Complete Genome	GCA_016598775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/598/775/GCA_016598775.1_ASM1659877v1	-
Protaetiibacter larvae	PRJNA552186	2.55789	71.1	chromosome:NZ_CP043504.1/CP043504.1	1	2443	2368	Complete Genome	GCA_008365275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/365/275/GCF_008365275.1_ASM836527v1	-
Microbacterium neungamense	PRJNA700681	2.54613	71.4	chromosome:NZ_CP069717.1/CP069717.1	1	2495	2311	Complete Genome	GCA_024971095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/971/095/GCF_024971095.1_ASM2497109v1	-
Corynebacterium uberis	PRJNA769678	2.53332	65.5	chromosome:NZ_CP085051.1/CP085051.1	1	2295	2205	Complete Genome	GCA_020616335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/616/335/GCA_020616335.1_ASM2061633v1	-
Actinomyces trachealis	PRJNA657461	2.52625	65.8	chromosome:NZ_CP065027.1/CP065027.1	1	2201	2068	Complete Genome	GCA_015711475.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/711/475/GCA_015711475.2_ASM1571147v2	-
Corynebacterium yudongzhengii	PRJNA431327	2.5113	64.9	chromosome:NZ_CP026947.1/CP026947.1	1	2338	2204	Complete Genome	GCA_003065405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/065/405/GCF_003065405.1_ASM306540v1	-
Corynebacterium kalinowskii	PRJNA589600	2.51022	58.6	chromosome:NZ_CP046452.1/CP046452.1	1	2429	2355	Complete Genome	GCA_009734385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/734/385/GCF_009734385.1_ASM973438v1	34342562
Cutibacterium equinum	PRJNA914543	2.51003	63.2	chromosome:NZ_CP115668.1/CP115668.1	1	2261	2150	Complete Genome	GCA_028021195.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/021/195/GCF_028021195.1_ASM2802119v1	-
Corynebacterium confusum	PRJNA433405	2.48533	65.0781	chromosome:CP047202.1; plasmid pCCONF44384:CP047203.1	2	2280	2202	Complete Genome	GCA_030408715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/715/GCF_030408715.1_ASM3040871v1	-
Corynebacterium endometrii	PRJNA531372	2.47706	60.9	chromosome:NZ_CP039247.1/CP039247.1	1	2221	2123	Complete Genome	GCA_004795735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/795/735/GCF_004795735.1_ASM479573v1	-
Corynebacterium auris	PRJNA354155	2.43961	67	chromosome:CP047047.1	1	2289	2213	Complete Genome	GCA_030408575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/575/GCF_030408575.1_ASM3040857v1	-
Actinomyces marmotae	PRJNA633455	2.4195	71.6	chromosome:NZ_CP053642.1/CP053642.1	1	2011	1913	Complete Genome	GCA_013177295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/177/295/GCA_013177295.1_ASM1317729v1	-
Corynebacterium uterequi	PRJNA280912	2.41944	65.5	chromosome:NZ_CP011546.1/CP011546.1	1	2226	2130	Complete Genome	GCA_001021065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/021/065/GCF_001021065.1_ASM102106v1	26227590
Leucobacter denitrificans	PRJNA658870	2.4043	60	chromosome:NZ_CP060716.1/CP060716.1	1	2338	2223	Complete Genome	GCA_014396385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/396/385/GCA_014396385.1_ASM1439638v1	-
Dermabacter vaginalis	PRJNA286956	2.39231	62.6	chromosome:NZ_CP012117.1/CP012117.1	1	2101	2015	Complete Genome	GCA_001678905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/905/GCF_001678905.1_ASM167890v1	-
Corynebacterium fournieri	PRJNA454101	2.3896	65.1	chromosome:CP047210.1	1	2267	2194	Complete Genome	GCA_030408775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/408/775/GCF_030408775.1_ASM3040877v1	-
Corynebacterium pelargi	PRJNA354164	2.37006	58.2	chromosome:NZ_CP035299.1/CP035299.1	1	2199	2120	Complete Genome	GCA_004114895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/114/895/GCF_004114895.1_ASM411489v1	-
Corynebacterium sanguinis	PRJNA305687	2.36288	65.3	chromosome:NZ_CP038157.1/CP038157.1	1	2286	2170	Complete Genome	GCA_007641235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/641/235/GCF_007641235.1_ASM764123v1	-
Corynebacterium liangguodongii	PRJNA431327	2.35792	66.1	chromosome:NZ_CP026948.1/CP026948.1	1	2261	2157	Complete Genome	GCA_003070865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/070/865/GCF_003070865.1_ASM307086v1	-
Corynebacterium kutscheri	PRJNA276037	2.35406	46.5	chromosome:NZ_CP011312.1/CP011312.1	1	2126	2024	Complete Genome	GCA_000980835.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/980/835/GCA_000980835.1_ASM98083v1	26021937
Corynebacterium pseudopelargi	PRJNA432441	2.34816	57.8935	chromosome:NZ_CP033898.1/CP033898.1; plasmid pCCM8832:NZ_CP033899.1/CP033899.1	2	2224	2144	Complete Genome	GCA_003814005.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/814/005/GCF_003814005.1_ASM381400v1	-
Flaviflexus equikiangi	PRJNA648272	2.34397	62.9	chromosome:NZ_CP059676.1/CP059676.1	1	2157	2074	Complete Genome	GCA_014069875.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/069/875/GCA_014069875.1_ASM1406987v1	-
Corynebacterium lujinxingii	PRJNA660533	2.3385	64.4	chromosome:NZ_CP061032.1/CP061032.1	1	2282	2184	Complete Genome	GCA_014490555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/490/555/GCA_014490555.1_ASM1449055v1	-
Corynebacterium atypicum	PRJNA255205	2.35945	65.3513	chromosome:NZ_CP008944.1/CP008944.1; plasmid phiCATYP2070I:NZ_CP008945.1/CP008945.1	2	2157	1986	Complete Genome	GCA_000732945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/945/GCA_000732945.1_ASM73294v1	25146145
Corynebacterium ureicelerivorans	PRJNA257688	2.32828	64.9917	chromosome:NZ_CP009215.1/CP009215.1; plasmid unnamed:NZ_CP009216.1/CP009216.1	2	2351	2241	Complete Genome	GCA_000747315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/747/315/GCA_000747315.1_ASM74731v1	25414509
Corynebacterium gerontici	PRJNA432426	2.26321	58.5	chromosome:NZ_CP033897.1/CP033897.1	1	2133	2053	Complete Genome	GCA_003813985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/813/985/GCF_003813985.1_ASM381398v1	-
Varibaculum prostatecancerukia	PRJEB40417	2.21169	53.1	chromosome 1:NZ_OW968402.1/OW968402.1	1	1929	1860	Complete Genome	GCA_943169825.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/169/825/GCA_943169825.2_ASM94316982v2	-
Corynebacterium anserum	PRJNA595090	2.20866	55.2	chromosome:NZ_CP046883.1/CP046883.1	1	1862	1785	Complete Genome	GCA_014262665.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/262/665/GCA_014262665.1_ASM1426266v1	-
Boudabousia tangfeifanii	PRJNA350350	2.20783	51.9	chromosome:NZ_CP017812.1/CP017812.1	1	1817	1741	Complete Genome	GCA_001856685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/856/685/GCF_001856685.1_ASM185668v1	-
Corynebacterium zhongnanshanii	PRJNA660532	2.2069	61.2	chromosome:NZ_CP061033.1/CP061033.1	1	1979	1900	Complete Genome	GCA_014490575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/490/575/GCA_014490575.1_ASM1449057v1	-
Corynebacterium qintianiae	PRJNA606148	2.21823	64.5765	chromosome MC1420:NZ_CP064955.1/CP064955.1; plasmid unnamed:NZ_CP064956.1/CP064956.1	2	2161	2065	Complete Genome	GCA_011038645.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/038/645/GCA_011038645.2_ASM1103864v2	-
Olsenella timonensis	PRJEB16351	2.17674	68.1	chromosome contig00001:NZ_LT635455.1/LT635455.1	1	2018	1938	Complete Genome	GCA_900119915.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/119/915/GCA_900119915.1_PRJEB16351	-
Thermophilibacter immobilis	PRJNA668643	2.16371	65.2	chromosome:NZ_CP063767.1/CP063767.1	1	1963	1883	Complete Genome	GCA_015277515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/277/515/GCA_015277515.1_ASM1527751v1	-
Trueperella bialowiezensis	PRJEB6403	2.04325	59.6	chromosome 1:NZ_LR134476.1/LR134476.1	1	1861	1792	Complete Genome	GCA_900637955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/955/GCA_900637955.1_54424_G02	-
Schaalia meyeri	PRJNA231221	2.03304	65.6	chromosome:NZ_CP066065.1/CP066065.1	1	1799	1724	Complete Genome	GCA_016127995.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/127/995/GCA_016127995.1_ASM1612799v1	-
Vaginimicrobium propionicum	PRJEB18935	2.01068	50.6	chromosome contig00001:NZ_LT706985.1/LT706985.1	1	1882	1807	Complete Genome	GCA_900155645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/155/645/GCA_900155645.1_Propionibacterium_massiliense	-
Leptogranulimonas caecicola	PRJDB12620	2.00123	58.7	chromosome:AP025285.1	1	1779	1719	Complete Genome	GCA_023168405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/168/405/GCA_023168405.1_ASM2316840v1	-
Arcanobacterium phocisimile	PRJNA701248	1.98806	51.1	chromosome:NZ_CP070228.1/CP070228.1	1	1787	1683	Complete Genome	GCA_016904675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/904/675/GCA_016904675.1_ASM1690467v1	-
Berryella intestinalis	PRJNA257396	1.96709	63.6	chromosome:NZ_CP009302.1/CP009302.1	1	1735	1670	Complete Genome	GCA_000814825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/814/825/GCA_000814825.1_ASM81482v1	26450725
Arcanobacterium pinnipediorum	PRJNA851267	1.95228	50.7	chromosome:NZ_CP099547.1/CP099547.1	1	1728	1647	Complete Genome	GCA_023973165.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/973/165/GCA_023973165.1_ASM2397316v1	-
Arcanobacterium buesumense	PRJNA616260	1.94117	49	chromosome:NZ_CP050804.1/CP050804.1	1	1789	1710	Complete Genome	GCA_012563545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/563/545/GCA_012563545.1_ASM1256354v1	-
Bombiscardovia apis	PRJDB13359	1.93711	53.9	chromosome:NZ_AP026800.1/AP026800.1	1	1556	1485	Complete Genome	GCA_033095945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/095/945/GCA_033095945.1_ASM3309594v1	-
Actinomyces pacaensis	PRJEB17949	1.89255	57	chromosome contig00001:NZ_LT635457.1/LT635457.1	1	1677	1600	Complete Genome	GCA_900120245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/120/245/GCA_900120245.1_PRJEB17949	-
Arcanobacterium canis	PRJNA950321	1.87376	54.5	chromosome:NZ_CP121208.1/CP121208.1	1	1690	1621	Complete Genome	GCA_029625435.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/625/435/GCF_029625435.1_ASM2962543v1	-
Lawsonella clevelandensis	PRJNA256353	1.86055	58.6	chromosome:NZ_CP009312.1/CP009312.1	1	1630	1537	Complete Genome	GCA_001293125.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/125/GCF_001293125.1_ASM129312v1	26659691
Parolsenella catena	PRJDB7698	1.79669	65.6	chromosome:NZ_AP019367.1/AP019367.1	1	1625	1544	Complete Genome	GCA_003966955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/955/GCF_003966955.1_ASM396695v1	30762516
Pontimonas salivibrio	PRJNA431629	1.76081	58.3	chromosome:NZ_CP026923.1/CP026923.1	1	1738	1666	Complete Genome	GCA_002950575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/575/GCF_002950575.1_ASM295057v1	-
Phoenicibacter congonensis	PRJEB19959	1.44796	43.4	chromosome contig00001:NZ_LT821227.1/LT821227.1	1	1262	1196	Complete Genome	GCA_900169485.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/169/485/GCA_900169485.1_PRJEB19959	-
Aquiluna borgnonia	PRJNA510297	1.36271	54.8	chromosome:NZ_CP054056.1/CP054056.1	1	1419	1362	Complete Genome	GCA_013283855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/283/855/GCA_013283855.1_ASM1328385v1	-
Microbacterium paraoxydans	PRJEB16451	3.55231	70	chromosome I:NZ_LT629770.1/LT629770.1	1	3495	3411	Chromosome	GCA_900105335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/335/GCA_900105335.1_IMG-taxon_2634166897_annotated_assembly	-
Actinoplanes derwentensis	PRJEB16368	10.6542	69.4	chromosome I:NZ_LT629758.1/LT629758.1	1	9589	9298	Chromosome	GCA_900104725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/725/GCA_900104725.1_IMG-taxon_2634166338_annotated_assembly	-
Jiangella alkaliphila	PRJEB16466	7.7166	72.1	chromosome I:NZ_LT629791.1/LT629791.1	1	7220	7063	Chromosome	GCA_900105925.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/925/GCA_900105925.1_IMG-taxon_2639762615_annotated_assembly	-
Micromonospora rifamycinica	PRJEB14468	7.01137	73	chromosome I:NZ_LT607752.1/LT607752.1	1	5965	5755	Chromosome	GCA_900090265.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/265/GCA_900090265.1_IMG-taxon_2623620551_annotated_assembly	-
Micromonospora echinofusca	PRJEB14506	7.00263	73.3	chromosome I:NZ_LT607733.1/LT607733.1	1	6095	5930	Chromosome	GCA_900091445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/091/445/GCA_900091445.1_IMG-taxon_2623620567_annotated_assembly	-
Microterricola viridarii	PRJEB16382	3.83782	69.6	chromosome I:NZ_LT629742.1/LT629742.1	1	3551	3455	Chromosome	GCA_900104895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/895/GCA_900104895.1_IMG-taxon_2634166341_annotated_assembly	-
Glutamicibacter mishrai	PRJNA490599	3.57075	59.4	chromosome:NZ_CP032549.1/CP032549.1	1	3332	3215	Chromosome	GCA_012221945.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/221/945/GCA_012221945.1_ASM1222194v1	-
Microbacterium oryzae	PRJNA490590	3.04088	71.1	chromosome:NZ_CP032550.1/CP032550.1	1	2863	2782	Chromosome	GCA_009735645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/735/645/GCF_009735645.1_ASM973564v1	-
Kocuria turfanensis	PRJNA310393	4.15964	72.7102	chromosome:NZ_CP014480.1/CP014480.1; plasmid unnamed1:NZ_CP014481.1/CP014481.1; plasmid unnamed2:NZ_CP014482.1/CP014482.1; plasmid unnamed4:NZ_CP014483.1/CP014483.1; plasmid unnamed5:NZ_CP014484.1/CP014484.1	5	3867	3707	Chromosome	GCA_001580365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/580/365/GCF_001580365.1_ASM158036v1	-
Corynebacterium mycetoides	PRJEB16183	2.26647	66.6	chromosome I:NZ_LT629700.1/LT629700.1	1	2196	2063	Chromosome	GCA_900103625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/625/GCA_900103625.1_IMG-taxon_2634166344_annotated_assembly	-
Arcanobacterium phocae	PRJEB16468	1.99834	50	chromosome I:NZ_LT629804.1/LT629804.1	1	1800	1717	Chromosome	GCA_900105865.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/865/GCA_900105865.1_IMG-taxon_2634166335_annotated_assembly	-
Mycolicibacterium rutilum	PRJEB15815	5.98793	68.4	chromosome I:NZ_LT629971.1/LT629971.1	1	5874	5718	Chromosome	GCA_900108565.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/108/565/GCA_900108565.1_IMG-taxon_2636415969_annotated_assembly	-
Bifidobacterium saguini	PRJNA688882	2.73964	56.3	chromosome:NZ_CP071732.1/CP071732.1	1	2301	2194	Chromosome	GCA_017378515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/378/515/GCA_017378515.1_ASM1737851v1	-
Micromonospora auratinigra	PRJEB14334	6.7586	73.6	chromosome I:NZ_LT594323.1/LT594323.1	1	6218	6036	Chromosome	GCA_900089595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/089/595/GCA_900089595.1_IMG-taxon_2617270871_annotated_assembly	-
Micromonospora purpureochromogenes	PRJEB14513	6.67423	73	chromosome I:NZ_LT607410.1/LT607410.1	1	6154	5952	Chromosome	GCA_900091515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/091/515/GCA_900091515.1_IMG-taxon_2627854289_annotated_assembly	-
Agromyces flavus	PRJEB16409	3.69241	71.3	chromosome I:NZ_LT629755.1/LT629755.1	1	3529	3448	Chromosome	GCA_900104685.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/685/GCA_900104685.1_IMG-taxon_2634166342_annotated_assembly	-
Aeromicrobium choanae	PRJEB19586	3.42203	71	chromosome I:NZ_LT796768.1/LT796768.1	1	3348	3283	Chromosome	GCA_900167475.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/167/475/GCA_900167475.1_IMG-taxon_2708742384_annotated_assembly	-
Paraoerskovia marina	PRJEB16383	2.98694	70.7	chromosome I:NZ_LT629776.1/LT629776.1	1	2733	2643	Chromosome	GCA_900105445.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/445/GCA_900105445.1_IMG-taxon_2634166844_annotated_assembly	-
Corynebacterium hindlerae	PRJNA641886	2.68224	58.7956	chromosome:NZ_CP059833.1/CP059833.1; plasmid unnamed:NZ_CP059834.1/CP059834.1	2	2593	2483	Chromosome	GCA_014117265.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/117/265/GCA_014117265.1_ASM1411726v1	-
Parafannyhessea umbonata	PRJEB16402	2.35319	64.9	chromosome I:NZ_LT629759.1/LT629759.1	1	2122	2031	Chromosome	GCA_900105025.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/025/GCA_900105025.1_IMG-taxon_2636416177_annotated_assembly	-
Berryella wangjianweii	PRJNA630772	1.80311	66.3	chromosome:NZ_CP053716.1/CP053716.1	1	1482	1419	Chromosome	GCA_013201155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/155/GCA_013201155.1_ASM1320115v1	-
Streptomyces sudanensis	PRJNA824685	5.25951	73.8	chromosome:CP095474.1	1	4866	4383	Chromosome	GCA_023614315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/614/315/GCA_023614315.1_ASM2361431v1	-
Pauljensenia hongkongensis	PRJNA343394	2.14149	69.9	chromosome:NZ_CP017298.1/CP017298.1	1	1853	1720	Chromosome	GCA_001746855.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/855/GCF_001746855.1_ASM174685v1	-
Streptomyces davaonensis JCM 4913	PRJEB184	9.55595	70.5935	chromosome:NC_020504.1/HE971709.1; plasmid pSDA1:NC_020545.1/HE971710.1	2	8675	8365	Chromosome	GCA_000349325.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/349/325/GCA_000349325.1_ASM34932v1	23043000
Allokutzneria albata	PRJEB16194	8.56562	70.3	chromosome I:NZ_LT629701.1/LT629701.1	1	8001	7816	Chromosome	GCA_900103775.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/775/GCA_900103775.1_IMG-taxon_2634166198_annotated_assembly	-
Nocardia yunnanensis	PRJNA493536	7.93144	68.4	chromosome:NZ_CP032568.1/CP032568.1	1	7542	7277	Chromosome	GCA_003626895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/626/895/GCF_003626895.1_ASM362689v1	-
Micromonospora echinaurantiaca	PRJEB14472	7.20323	73.2	chromosome I:NZ_LT607750.1/LT607750.1	1	6676	6435	Chromosome	GCA_900090235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/235/GCA_900090235.1_IMG-taxon_2623620557_annotated_assembly	-
Micromonospora krabiensis	PRJEB14505	7.07484	72.8	chromosome I:NZ_LT598496.1/LT598496.1	1	6537	6320	Chromosome	GCA_900091425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/091/425/GCA_900091425.1_IMG-taxon_2617270872_annotated_assembly	-
Micromonospora viridifaciens	PRJEB14518	7.07399	72.1	chromosome I:NZ_LT607411.1/LT607411.1	1	6479	6240	Chromosome	GCA_900091545.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/091/545/GCA_900091545.1_IMG-taxon_2636416073_annotated_assembly	-
Micromonospora coriariae	PRJEB14509	6.92979	71.8	chromosome I:NZ_LT607412.1/LT607412.1	1	6480	6264	Chromosome	GCA_900091455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/091/455/GCA_900091455.1_IMG-taxon_2623620612_annotated_assembly	-
Micromonospora chokoriensis	PRJEB14508	6.89782	71.5	chromosome I:NZ_LT607409.1/LT607409.1	1	6256	6087	Chromosome	GCA_900091505.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/091/505/GCA_900091505.1_IMG-taxon_2623620610_annotated_assembly	-
Micromonospora coxensis	PRJEB14466	6.76979	73.6	chromosome I:NZ_LT607753.1/LT607753.1	1	6044	5882	Chromosome	GCA_900090295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/090/295/GCA_900090295.1_IMG-taxon_2623620609_annotated_assembly	-
Microlunatus soli	PRJEB16363	6.73301	67.4	chromosome I:NZ_LT629772.1/LT629772.1	1	6116	5986	Chromosome	GCA_900105385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/105/385/GCA_900105385.1_IMG-taxon_2636416048_annotated_assembly	-
